date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:47:50	16507/16507	---MCZ	200	added ('OK')	text/css	etag:W/%22407b-5c1f9aca2fb92-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/animated-headline.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/animated-headline.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:51	4213/4213	---MCZ	200	added ('OK')	text/css	etag:W/%221075-5c1f9aca30b32-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/magnific-popup.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/magnific-popup.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:51	3235/3235	---MCZ	200	added ('OK')	text/css	etag:W/%22ca3-5c1f9aca2fb92-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:52	1019/1019	---MCZ	200	added ('OK')	text/css	etag:W/%223fb-5c1f9aca32a72-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/themify-icons.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/themify-icons.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:52	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%226f0-5c1f9aca30b32-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/slick.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/slick.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:52	3881/3881	---MCZ	200	added ('OK')	text/css	etag:W/%22f29-5c1f9aca30b32-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/nice-select.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/nice-select.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:53	91814/91814	---MCZ	200	added ('OK')	text/css	etag:W/%22166a6-5c1f9aca32a72-gzip%22	https://preview.colorlib.com/theme/calvin/assets/css/style.css	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/css/style.css	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:53	24/24	---M--	400	error ('Bad%20Request')	text/plain	date:Tue,%2022%20Nov%202022%2012:17:55%20GMT	https://preview.colorlib.com/cdn-cgi/zaraz/s.js?z=	C:/My%20Web%20Sites/resume1/preview.colorlib.com/cdn-cgi/zaraz/sd0d9.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:54	895/895	---M--	200	added ('OK')	image/png	etag:%2237f-5bcdeda16a0cf%22	https://preview.colorlib.com/theme/calvin/assets/img/logo/loder.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/logo/loder.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:54	1644/1644	---M--	200	added ('OK')	image/png	etag:%2266c-5bcdeda16b06f%22	https://preview.colorlib.com/theme/calvin/assets/img/logo/logo.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/logo/logo.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:55	9965/9965	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:43:54%20GMT	https://preview.colorlib.com/theme/calvin/work.html	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/work.html	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:55	10450/10450	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:43:55%20GMT	https://preview.colorlib.com/theme/calvin/service.html	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/service.html	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:56	16595/16595	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:43:51%20GMT	https://preview.colorlib.com/theme/calvin/blog.html	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/blog.html	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:56	19424/19424	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:43:53%20GMT	https://preview.colorlib.com/theme/calvin/blog_details.html	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/blog_details.html	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:56	31780/31780	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:43:54%20GMT	https://preview.colorlib.com/theme/calvin/elements.html	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/elements.html	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:57	42013/42013	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:43:52%20GMT	https://preview.colorlib.com/theme/calvin/contact.html	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/contact.html	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:57	97123/97123	---M--	200	added ('OK')	image/png	etag:%2217b63-5bcdedad7bdce%22	https://preview.colorlib.com/theme/calvin/assets/img/hero/empolye.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/hero/empolye.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:58	1743/1743	---M--	200	added ('OK')	image/png	etag:%226cf-5bcded7538b0a%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/email-icon.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/email-icon.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:58	858/858	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235a-5bcdeda5f231e%22	https://preview.colorlib.com/theme/calvin/assets/img/icon/services1.svg	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/icon/services1.svg	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:58	2040/2040	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227f8-5bcdeda713412%22	https://preview.colorlib.com/theme/calvin/assets/img/icon/services2.svg	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/icon/services2.svg	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:59	1341/1341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2253d-5bcdeda715352%22	https://preview.colorlib.com/theme/calvin/assets/img/icon/services3.svg	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/icon/services3.svg	(from https://preview.colorlib.com/theme/calvin/index.html)
17:47:59	1167/1167	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2248f-5bcdeda858725%22	https://preview.colorlib.com/theme/calvin/assets/img/icon/services4.svg	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/icon/services4.svg	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:00	358199/358199	---M--	200	added ('OK')	image/png	etag:%2257737-5bcded7be1c02%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/gallery1.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/gallery1.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:01	197993/197993	---M--	200	added ('OK')	image/png	etag:%2230569-5bcded7b0606b%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/gallery2.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/gallery2.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:01	70791/70791	---M--	200	added ('OK')	image/png	etag:%2211487-5bcded79c8a58%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/gallery3.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/gallery3.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:01	6569/6569	---M--	200	added ('OK')	image/png	etag:%2219a9-5bcded745a093%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/brand1.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/brand1.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:01	314637/314637	---M--	200	added ('OK')	image/png	etag:%224cd0d-5bcded7869167%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/gallery4.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/gallery4.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:02	7510/7510	---M--	200	added ('OK')	image/png	etag:%221d56-5bcded737e4fc%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/brand2.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/brand2.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:04	5214/5214	---M--	200	added ('OK')	image/png	etag:%22145e-5bcded73796dc%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/brand3.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/brand3.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:04	4843/4843	---M--	200	added ('OK')	image/png	etag:%2212eb-5bcded755bd88%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/brand4.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/brand4.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:05	6707/6707	---M--	200	added ('OK')	image/png	etag:%221a33-5bcded74765b2%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/brand5.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/brand5.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:05	7611/7611	---M--	200	added ('OK')	image/png	etag:%221dbb-5bcded761a460%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/brand6.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/brand6.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:06	6504/6504	---M--	200	added ('OK')	image/png	etag:%221968-5bcdeda85c5a4%22	https://preview.colorlib.com/theme/calvin/assets/img/icon/testimonial.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/icon/testimonial.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:07	1747/1747	---M--	200	added ('OK')	image/png	etag:%226d3-5bcdeda249ae6%22	https://preview.colorlib.com/theme/calvin/assets/img/logo/logo2_footer.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/logo/logo2_footer.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:07	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226373d5fa-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:07	360766/360766	---M--	200	added ('OK')	image/png	etag:%225813e-5bcded79f68b7%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/home-blog1.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/home-blog1.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:08	412202/412202	---M--	200	added ('OK')	image/png	etag:%2264a2a-5bcded784fb28%22	https://preview.colorlib.com/theme/calvin/assets/img/gallery/home-blog2.png	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/img/gallery/home-blog2.png	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:08	8636/8636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221bc-5bcded647b93e-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/vendor/modernizr-3.5.0.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:09	97163/97163	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217b8b-5bcded64a979c-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/vendor/jquery-1.12.4.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:09	19188/19188	---MCZ	200	added ('OK')	application/javascript	etag:W/%224af4-5bcde0c75965d-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/popper.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/popper.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:10	48944/48944	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bf30-5bcde0c622d8c-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:10	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a70e-5bcde0c4cd0ba-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:10	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-5bcde0c7b5322-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/slick.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/slick.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:11	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220df-5bcde0b213095-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.slicknav.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:11	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b7e-5bcde0b0e5464-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.nice-select.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:12	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220df-5bcde0b486f98-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/wow.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/wow.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:12	5532/5532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22159c-5bcde0b8c2f94-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/animated.headline.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/animated.headline.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:13	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-5bcde0b48ae18-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.magnific-popup.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:13	6244/6244	---MCZ	200	added ('OK')	application/javascript	etag:W/%221864-5bcde0b214fd5-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.barfiller.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.barfiller.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:13	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242b-5bcde0c8d9311-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.counterup.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:14	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f6c-5bcde0beeb2aa-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/waypoints.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/waypoints.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:14	5369/5369	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214f9-5bcde0af9f191-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.countdown.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.countdown.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:15	867/867	---MCZ	200	added ('OK')	application/javascript	etag:W/%22363-5bcde0c2e7b01-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/hover-direction-snake.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/hover-direction-snake.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:15	3108/3108	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c24-5bcde0c6a99d4-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/contact.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/contact.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:15	41095/41095	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a087-5bcde0c8da2b1-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.form.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.form.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:16	21068/21068	---MCZ	200	added ('OK')	application/javascript	etag:W/%22524c-5bcde0afaad12-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.validate.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:16	1230/1230	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ce-5bcde0b0e2584-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/mail-script.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/mail-script.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:17	4820/4820	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212d4-5bcde0c5af9c6-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:17	760/760	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f8-5bcde0b339f65-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/plugins.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/plugins.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:18	7651/7651	---MCZ	200	added ('OK')	application/javascript	etag:W/%221de3-5bcde0c40f970-gzip%22	https://preview.colorlib.com/theme/calvin/assets/js/main.js	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/js/main.js	(from https://preview.colorlib.com/theme/calvin/index.html)
17:48:18	6828/6828	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221aac-5bcde118466ca%22	https://preview.colorlib.com/theme/calvin/assets/fonts/gijgo-material.eot?235541	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/gijgo-materialba15.eot	(from https://preview.colorlib.com/theme/calvin/assets/css/gijgo.css)
17:48:18	6636/6636	---MCZ	200	added ('OK')	font/ttf	etag:W/%2219ec-5bcde0ff672c6%22	https://preview.colorlib.com/theme/calvin/assets/fonts/gijgo-material.ttf?235541	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/gijgo-materialba15.ttf	(from https://preview.colorlib.com/theme/calvin/assets/css/gijgo.css)
17:48:19	6716/6716	---M--	200	added ('OK')	font/woff	etag:%221a3c-5bcde0ffecf6c%22	https://preview.colorlib.com/theme/calvin/assets/fonts/gijgo-material.woff?235541	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/gijgo-materialba15.woff	(from https://preview.colorlib.com/theme/calvin/assets/css/gijgo.css)
17:48:20	23255/23255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ad7-5bcde0f729c6b%22	https://preview.colorlib.com/theme/calvin/assets/fonts/gijgo-material.svg?235541	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/gijgo-materialba15.svg	(from https://preview.colorlib.com/theme/calvin/assets/css/gijgo.css)
17:48:20	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221813c-5bcde0fd2316d%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:21	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221813c-5bcde0fd2316d%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:21	54420/54420	---M--	200	added ('OK')	font/woff2	etag:%22d494-5bcde102dbf2c%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:21	63712/63712	---M--	200	added ('OK')	font/woff	etag:%22f8e0-5bcde10c86952%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:22	98384/98384	---MCZ	200	added ('OK')	font/ttf	etag:W/%2218050-5bcde11068bba%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:22	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227be56-5bcde0fc09d61%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:23	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-5bcde1174c6c0%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
17:48:23	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-5bcde1174c6c0%22	https://preview.colorlib.com/theme/calvin/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/resume1/preview.colorlib.com/theme/calvin/assets/fonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/calvin/assets/css/fontawesome-all.min.css)
